Store Number,Average Deliveries Per Week,Average Deliveries Per Month,FY 15 OOS Rate,Average Cases Delivered Per Week,Store Type,Total Footage,A-B Region,Delivery Schedule
1463,2,9,3.68%,227,BASE STR SUPERCENTER,40,3,TuFr
1464,2,9,1.78%,475,BASE STR SUPERCENTER,56.91666603,2,MoTh
1465,3,12,2.44%,427,BASE STR SUPERCENTER,60.91666603,1,MoFr
1466,2,9,4.10%,255,BASE STR SUPERCENTER,44.91666603,2,TuFr
1468,2,9,1.32%,235,BASE STR SUPERCENTER,60,2,TuFr
1469,2,9,1.79%,233,BASE STR SUPERCENTER,72,2,MoTh
1470,2,9,3.64%,904,BASE STR SUPERCENTER,101.041666,4,TuFr
1472,1,5,2.16%,403,BASE STR SUPERCENTER,137.041666,4,Mo
1473,1,5,2.65%,95,BASE STR SUPERCENTER,24,4,Fr
1474,2,9,1.89%,843,BASE STR SUPERCENTER,60.91666603,7,TuFr
1475,2,9,4.50%,258,BASE STR SUPERCENTER,36,4,TuFr
1476,2,9,2.66%,445,BASE STR SUPERCENTER,40,3,TuFr
1477,2,9,2.58%,202,BASE STR SUPERCENTER,28.91666603,3,TuFr
1479,2,9,5.46%,394,BASE STR SUPERCENTER,72.125,3,TuTh
1480,2,8,5.55%,192,BASE STR SUPERCENTER,28,3,TuFr
1481,3,13,3.23%,330,BASE STR SUPERCENTER,56,2,WeFr
1483,2,9,2.27%,860,BASE STR SUPERCENTER,40,4,Mo
1486,2,9,4.06%,420,BASE STR SUPERCENTER,64,1,TuFr
1487,2,9,4.63%,304,BASE STR SUPERCENTER,40,3,TuFr
1488,2,9,4.60%,262,BASE STR SUPERCENTER,40.91666603,2,TuFr
1490,1,5,1.29%,259,BASE STR SUPERCENTER,72,3,We
1491,2,9,7.23%,446,BASE STR SUPERCENTER,48.91666603,4,MoTh
1492,1,5,3.61%,59,BASE STR SUPERCENTER,24,6,Th
1493,2,9,5.68%,526,BASE STR SUPERCENTER,48,2,MoTh
1494,2,9,3.26%,308,BASE STR SUPERCENTER,103.375,5,MoWe
1495,2,8,1.41%,256,BASE STR SUPERCENTER,72,3,Tu
1496,2,10,7.10%,574,BASE STR SUPERCENTER,56.91666603,4,TuTh
1498,2,9,2.95%,254,BASE STR SUPERCENTER,48,2,MoTh
1499,3,13,3.63%,338,BASE STR SUPERCENTER,48,3,TuFr
1502,2,9,3.27%,506,BASE STR SUPERCENTER,40,2,WeFr
1503,2,9,2.29%,237,BASE STR SUPERCENTER,60,3,TuFr
1504,2,9,4.89%,207,BASE STR SUPERCENTER,38.66666794,3,MoTh
1505,5,20,1.83%,365,BASE STR SUPERCENTER,64,3,MoTuFr
1506,2,9,6.57%,402,BASE STR SUPERCENTER,36,4,TuFr
1507,2,9,1.35%,74,BASE STR SUPERCENTER,16,4,MoWe
1509,1,5,2.96%,541,BASE STR SUPERCENTER,24,4,We
1510,3,11,5.83%,442,BASE STR SUPERCENTER,88,3,MoFr
1511,1,6,1.93%,102,BASE STR SUPERCENTER,64,2,Th
1512,2,9,3.87%,510,BASE STR SUPERCENTER,84,7,MoTh
1513,3,13,2.78%,466,BASE STR SUPERCENTER,60,2,Mo
1514,3,13,2.96%,844,BASE STR SUPERCENTER,44,4,TuThFr
1515,2,9,16.49%,120,BASE STR SUPERCENTER,69.16666603,3,TuFr
1516,1,5,4.05%,122,BASE STR SUPERCENTER,83.5,5,We
1517,3,13,2.82%,479,BASE STR SUPERCENTER,36,2,Sa
1518,2,7,3.18%,189,BASE STR SUPERCENTER,40.125,3,Mo
1519,2,9,2.78%,294,BASE STR SUPERCENTER,48.91666603,3,TuFr
1520,2,10,2.03%,635,BASE STR SUPERCENTER,60,4,TuFr
1521,2,9,2.32%,135,BASE STR SUPERCENTER,40,3,TuFr
1522,3,12,1.85%,260,BASE STR SUPERCENTER,56.29166603,3,Mo
1523,2,9,3.88%,316,BASE STR SUPERCENTER,52,1,MoTh
1524,2,9,3.21%,394,BASE STR SUPERCENTER,72,1,TuFr
1525,2,9,2.15%,397,BASE STR SUPERCENTER,72,1,TuFr
1526,2,9,3.00%,467,BASE STR SUPERCENTER,60,4,MoTh
1527,2,10,1.83%,579,BASE STR SUPERCENTER,40,2,Fr
1528,2,9,5.13%,627,BASE STR SUPERCENTER,40.91666603,4,TuFr
1530,2,9,2.49%,157,BASE STR SUPERCENTER,40,2,Fr
1532,2,9,3.36%,616,BASE STR SUPERCENTER,64,7,Fr
1533,2,9,2.48%,711,BASE STR SUPERCENTER,76,7,WeSa
1534,1,6,2.34%,546,BASE STR SUPERCENTER,86.79166603,4,Mo
1535,2,11,15.23%,598,BASE STR SUPERCENTER,84.91666603,4,MoTh
1536,3,11,1.95%,548,BASE STR SUPERCENTER,112.583334,2,Tu
1538,2,9,5.86%,748,BASE STR SUPERCENTER,56,4,TuTh
1539,4,16,2.25%,216,BASE STR SUPERCENTER,56,3,Mo
1540,2,9,3.77%,387,BASE STR SUPERCENTER,92.91666603,3,TuFr
1541,3,13,3.27%,502,BASE STR SUPERCENTER,56,2,TuSa
1542,2,9,3.03%,750,BASE STR SUPERCENTER,96,3,TuFr
1543,3,13,3.89%,638,BASE STR SUPERCENTER,56,4,MoWeFr
1544,2,10,2.15%,368,BASE STR SUPERCENTER,40,3,TuFr
1545,2,7,3.62%,175,BASE STR SUPERCENTER,20.58333397,4,TuFr
1547,2,8,2.64%,429,BASE STR SUPERCENTER,44.125,3,Fr
1548,3,11,2.78%,1378,BASE STR SUPERCENTER,72,3,MoWeFr
1549,2,9,2.99%,745,BASE STR SUPERCENTER,60.91666603,7,WeSa
1551,2,9,2.83%,108,BASE STR SUPERCENTER,36,3,TuFr
1552,2,9,7.65%,409,BASE STR SUPERCENTER,52.91666603,2,MoTh
1553,2,9,4.12%,211,BASE STR SUPERCENTER,60,3,MoFr
1554,2,10,4.29%,764,BASE STR SUPERCENTER,68,7,TuFr
1555,2,10,2.37%,978,BASE STR SUPERCENTER,73.16666794,7,TuFr
1556,2,8,4.03%,288,BASE STR SUPERCENTER,38.66666794,3,MoFr
1557,2,7,7.34%,266,BASE STR SUPERCENTER,52,3,Fr
1558,2,9,5.17%,249,BASE STR SUPERCENTER,40,2,TuFr
1560,2,9,5.58%,471,BASE STR SUPERCENTER,52,7,Tu
1561,2,9,5.19%,132,BASE STR SUPERCENTER,32,2,TuFr
1563,3,14,6.36%,635,BASE STR SUPERCENTER,40,7,Fr
1564,2,9,4.88%,475,BASE STR SUPERCENTER,40,3,TuFr
1565,4,17,3.99%,1344,BASE STR SUPERCENTER,89.04166603,4,We
1567,4,17,2.88%,538,BASE STR SUPERCENTER,95.45833397,4,We
1569,2,9,3.93%,440,BASE STR SUPERCENTER,56.91666603,3,TuFr
1570,2,9,1.20%,397,BASE STR SUPERCENTER,48.125,3,TuFr
1571,3,13,1.46%,220,BASE STR SUPERCENTER,40,3,Mo
1572,2,9,2.48%,295,BASE STR SUPERCENTER,28.91666603,6,MoFr
1573,2,8,6.54%,298,BASE STR SUPERCENTER,32.91666603,6,TuFr
1574,2,9,3.91%,799,BASE STR SUPERCENTER,68,7,TuFr
1577,1,5,2.66%,85,BASE STR SUPERCENTER,24,4,Fr
1578,2,9,3.91%,160,BASE STR SUPERCENTER,40.91666603,2,MoTh
1579,2,8,2.95%,372,BASE STR SUPERCENTER,28,2,MoTh
1580,1,5,10.63%,181,BASE STR SUPERCENTER,40,3,Fr
1584,2,9,1.83%,428,BASE STR SUPERCENTER,76,7,TuTh
1585,3,13,4.55%,682,BASE STR SUPERCENTER,60.91666603,4,TuThFr
1586,2,9,8.59%,183,BASE STR SUPERCENTER,40.91666603,2,TuFr
1588,2,9,8.76%,464,BASE STR SUPERCENTER,56,7,TuFr
1589,3,13,10.74%,229,BASE STR SUPERCENTER,28,2,Sa
1590,2,11,2.94%,222,BASE STR SUPERCENTER,52,2,WeFr
1592,2,9,1.81%,562,BASE STR SUPERCENTER,68.91666603,3,TuFr
1593,2,9,2.10%,453,BASE STR SUPERCENTER,64.91666603,3,MoFr
1594,2,9,2.81%,247,BASE STR SUPERCENTER,40,3,MoTh
1595,4,15,3.03%,383,BASE STR SUPERCENTER,40,3,MoTuFr
1597,2,9,4.28%,332,BASE STR SUPERCENTER,40,5,MoTh
1598,2,8,5.49%,321,BASE STR SUPERCENTER,52,7,MoTh
1599,2,9,7.26%,101,BASE STR SUPERCENTER,24,4,TuFr
1601,1,6,3.04%,203,BASE STR SUPERCENTER,32,3,Fr
1602,2,9,2.93%,254,BASE STR SUPERCENTER,52.125,3,TuTh
1603,2,9,1.31%,450,BASE STR SUPERCENTER,36,2,TuFr
1604,3,13,1.99%,843,BASE STR SUPERCENTER,60.91666603,4,WeFr
1605,3,14,2.35%,510,BASE STR SUPERCENTER,52,2,Fr
1606,2,9,2.78%,244,BASE STR SUPERCENTER,40.91666603,2,TuFr
1609,2,10,5.91%,899,BASE STR SUPERCENTER,89.04166603,4,TuFr
1611,2,9,4.06%,766,BASE STR SUPERCENTER,76,3,TuFr
1612,2,10,3.14%,1143,BASE STR SUPERCENTER,68,7,TuFr
1613,2,9,3.38%,447,BASE STR SUPERCENTER,60,2,MoTh
1614,2,8,4.56%,365,BASE STR SUPERCENTER,32,2,MoTh
1618,1,5,3.78%,157,BASE STR SUPERCENTER,56,3,Fr
1619,2,9,2.01%,221,BASE STR SUPERCENTER,60,1,TuFr
1620,2,9,3.23%,353,BASE STR SUPERCENTER,32,2,MoTh
1621,2,9,5.44%,237,BASE STR SUPERCENTER,36,4,TuFr
1622,2,9,5.18%,356,BASE STR SUPERCENTER,40,3,TuFr
1624,3,11,2.20%,641,BASE STR SUPERCENTER,72,7,TuFr
1625,2,9,2.00%,348,BASE STR SUPERCENTER,48,4,TuFr
1626,2,9,2.03%,267,BASE STR SUPERCENTER,40.91666603,5,TuFr
1627,2,8,3.75%,411,BASE STR SUPERCENTER,85.04166603,4,Tu
1628,2,7,3.66%,335,BASE STR SUPERCENTER,60,3,Th
1630,2,9,3.32%,382,BASE STR SUPERCENTER,36,7,TuFr
1631,2,9,3.97%,497,BASE STR SUPERCENTER,72,1,TuFr
1632,2,8,5.36%,75,BASE STR SUPERCENTER,24,4,Fr
1633,1,5,2.08%,68,BASE STR SUPERCENTER,24,4,Fr
1634,1,5,2.73%,578,BASE STR SUPERCENTER,85.04166603,4,We
1635,3,13,2.22%,172,BASE STR SUPERCENTER,56,3,MoWeTh
1636,2,9,2.78%,1101,BASE STR SUPERCENTER,85.04166603,4,MoFr
1637,2,9,1.14%,449,BASE STR SUPERCENTER,60,4,TuFr
1638,2,9,1.81%,366,BASE STR SUPERCENTER,36,2,TuFr
1639,2,7,2.49%,258,BASE STR SUPERCENTER,36.125,3,MoTu
1641,2,9,2.36%,342,BASE STR SUPERCENTER,36,2,Fr
1642,2,9,3.42%,341,BASE STR SUPERCENTER,48.91666603,3,TuFr
1643,2,9,8.51%,395,BASE STR SUPERCENTER,68,3,MoFr
1645,3,11,1.69%,725,BASE STR SUPERCENTER,40,7,TuFr
1646,2,9,1.32%,480,BASE STR SUPERCENTER,60.91666603,7,TuFr
1647,2,9,1.72%,573,BASE STR SUPERCENTER,40.125,3,TuFr
1648,2,9,2.19%,381,BASE STR SUPERCENTER,64.91666603,7,TuFr
1649,3,11,2.44%,347,BASE STR SUPERCENTER,85.04166603,4,Tu
1650,2,9,4.07%,186,BASE STR SUPERCENTER,48,3,MoTh
1651,2,8,2.28%,263,BASE STR SUPERCENTER,32,7,Th
1652,2,9,4.73%,433,BASE STR SUPERCENTER,24,1,Mo
1653,2,9,3.60%,203,BASE STR SUPERCENTER,63.375,3,TuFr
1654,2,9,2.95%,89,BASE STR SUPERCENTER,20,4,TuFr
1655,2,9,2.51%,496,BASE STR SUPERCENTER,60,3,MoFr
1657,2,9,3.09%,1001,BASE STR SUPERCENTER,77.04166603,4,TuFr
1658,2,9,14.00%,511,BASE STR SUPERCENTER,32,2,TuFr
1659,2,8,5.18%,78,BASE STR SUPERCENTER,12,6,Fr
1660,4,16,4.05%,700,BASE STR SUPERCENTER,72,7,TuFr
1661,2,9,3.55%,430,BASE STR SUPERCENTER,46.91666603,2,TuTh
1662,2,9,2.32%,404,BASE STR SUPERCENTER,40,2,TuFr
1663,5,21,3.64%,535,BASE STR SUPERCENTER,68,2,TuWeFr
1664,2,10,4.92%,652,BASE STR SUPERCENTER,72,2,TuTh
1665,2,7,4.77%,296,BASE STR SUPERCENTER,44,3,Th
1666,2,9,2.00%,354,BASE STR SUPERCENTER,56,2,TuFr
1667,1,5,4.06%,262,BASE STR SUPERCENTER,36,3,We
1668,2,9,1.69%,247,BASE STR SUPERCENTER,84,3,Fr
1669,2,10,2.24%,337,BASE STR SUPERCENTER,60.91666603,3,TuFr
1671,2,9,2.64%,609,BASE STR SUPERCENTER,60,4,TuFr
1673,2,9,3.48%,373,BASE STR SUPERCENTER,44,1,TuFr
1675,3,13,2.16%,411,BASE STR SUPERCENTER,40,3,Mo
1676,2,9,4.47%,1009,BASE STR SUPERCENTER,64.125,3,TuFr
1677,2,10,2.28%,316,BASE STR SUPERCENTER,48.91666603,1,MoFr
1678,2,8,1.33%,135,BASE STR SUPERCENTER,60,3,TuFr
1679,2,8,8.45%,368,BASE STR SUPERCENTER,56,3,TuFr
1680,2,9,5.15%,168,BASE STR SUPERCENTER,48,2,WeFr
1681,2,8,2.68%,224,BASE STR SUPERCENTER,44,3,MoTh
1682,3,13,2.99%,325,BASE STR SUPERCENTER,64.91666603,1,Fr
1683,1,5,1.83%,180,BASE STR SUPERCENTER,36,4,We
1685,4,17,2.04%,547,BASE STR SUPERCENTER,60.91666603,4,Tu
1686,2,9,2.53%,319,BASE STR SUPERCENTER,40,6,TuFr
1687,3,13,2.12%,504,BASE STR SUPERCENTER,56,1,MoWeFr
1688,3,13,6.03%,447,BASE STR SUPERCENTER,40,1,Mo
1689,1,5,2.20%,76,BASE STR SUPERCENTER,16,6,Th
1690,2,9,4.99%,544,BASE STR SUPERCENTER,60.91666603,3,TuFr
1692,3,12,5.49%,370,BASE STR SUPERCENTER,36,7,We
1694,3,13,4.13%,502,BASE STR SUPERCENTER,36,2,Mo
1695,2,8,6.69%,226,BASE STR SUPERCENTER,45.02083397,4,MoTh
1696,1,4,4.28%,49,BASE STR SUPERCENTER,24,4,We
1698,3,11,2.53%,470,BASE STR SUPERCENTER,28,1,MoTh
1699,3,14,5.17%,288,BASE STR SUPERCENTER,48,6,MoWeFr
1700,2,8,2.99%,165,BASE STR SUPERCENTER,68,7,WeFr
1702,3,13,2.92%,936,BASE STR SUPERCENTER,175.458334,2,Fr
1703,2,9,5.01%,354,BASE STR SUPERCENTER,72.125,3,TuFr
1704,2,8,1.96%,346,BASE STR SUPERCENTER,40,7,Tu
1708,2,9,3.07%,262,BASE STR SUPERCENTER,48,6,MoTh
1709,2,9,8.55%,544,BASE STR SUPERCENTER,60,3,TuFr
1710,2,9,21.92%,176,BASE STR SUPERCENTER,40.91666603,2,MoTh
1712,2,9,6.65%,293,BASE STR SUPERCENTER,68,2,TuFr
1714,2,9,3.32%,467,BASE STR SUPERCENTER,40,3,TuFr
1718,2,9,2.46%,256,BASE STR SUPERCENTER,64.91666603,3,MoTh
1719,2,9,3.18%,393,BASE STR SUPERCENTER,40,3,TuFr
1720,2,8,3.32%,225,BASE STR SUPERCENTER,40.91666603,2,Tu
1721,2,9,1.99%,590,BASE STR SUPERCENTER,36,4,TuFr
1722,2,9,2.57%,108,BASE STR SUPERCENTER,24,4,TuFr
1723,2,9,4.19%,481,BASE STR SUPERCENTER,40.91666603,4,TuFr
1724,2,9,3.20%,161,BASE STR SUPERCENTER,60,3,Mo
1726,2,10,2.48%,597,BASE STR SUPERCENTER,120,1,TuTh
1727,2,9,4.64%,205,BASE STR SUPERCENTER,60,3,MoTh
1728,2,8,5.10%,303,BASE STR SUPERCENTER,48,3,Fr
1729,1,4,3.26%,192,BASE STR SUPERCENTER,16,3,We
1730,2,9,4.47%,322,BASE STR SUPERCENTER,60,1,Fr
1731,2,9,4.73%,199,BASE STR SUPERCENTER,36,1,MoTh
1732,2,11,3.31%,284,BASE STR SUPERCENTER,36,4,MoWe
1733,2,9,2.00%,334,BASE STR SUPERCENTER,40,3,TuFr
1734,2,9,7.38%,414,BASE STR SUPERCENTER,72,3,Tu
1735,2,9,5.25%,243,BASE STR SUPERCENTER,48,3,TuTh
1737,2,9,1.57%,178,BASE STR SUPERCENTER,60,3,MoTh
1738,1,6,2.00%,83,BASE STR SUPERCENTER,16.91666603,4,Tu
1740,2,9,7.31%,572,BASE STR SUPERCENTER,32,3,TuFr
1745,2,7,2.03%,292,BASE STR SUPERCENTER,36,3,Fr
1746,2,9,3.00%,484,BASE STR SUPERCENTER,48,7,WeSa
1748,2,9,4.04%,533,BASE STR SUPERCENTER,48,2,TuFr
1749,2,8,2.59%,533,BASE STR SUPERCENTER,84,1,TuTh
1750,4,16,6.37%,276,BASE STR SUPERCENTER,56,3,MoTh
1752,2,9,2.41%,498,BASE STR SUPERCENTER,56,3,TuTh
1753,2,10,2.97%,606,BASE STR SUPERCENTER,48,1,TuFr
1754,2,9,3.66%,459,BASE STR SUPERCENTER,52.91666603,3,MoTh
1757,2,9,2.24%,91,BASE STR SUPERCENTER,12,4,TuFr
1758,1,6,1.57%,228,BASE STR SUPERCENTER,52.125,3,Tu
1759,2,10,2.71%,800,BASE STR SUPERCENTER,40.91666603,1,TuFr
1760,2,8,4.02%,236,BASE STR SUPERCENTER,28,7,We
1761,1,6,16.32%,372,BASE STR SUPERCENTER,48,3,We
1762,2,11,2.43%,901,BASE STR SUPERCENTER,76,1,TuFr
1763,2,9,2.66%,351,BASE STR SUPERCENTER,40.91666603,1,MoTh
1764,2,9,3.07%,433,BASE STR SUPERCENTER,40.91666603,4,TuFr
1766,2,8,4.72%,124,BASE STR SUPERCENTER,24,2,TuFr
1767,2,11,2.81%,599,BASE STR SUPERCENTER,60.91666603,2,TuFr
1768,2,9,4.68%,85,BASE STR SUPERCENTER,16.91666603,6,MoTh
1771,2,9,1.93%,314,BASE STR SUPERCENTER,76.91666603,3,MoFr
1772,2,9,2.81%,489,BASE STR SUPERCENTER,48,6,TuFr
1773,2,9,1.82%,482,BASE STR SUPERCENTER,40,1,TuFr
1774,2,9,1.71%,584,BASE STR SUPERCENTER,40,2,TuFr
1775,2,9,3.87%,322,BASE STR SUPERCENTER,68.91666603,6,TuTh
1776,2,9,6.49%,381,BASE STR SUPERCENTER,68.91666603,3,TuFr
1780,2,8,4.48%,253,BASE STR SUPERCENTER,32,1,Th
1781,3,12,3.32%,407,BASE STR SUPERCENTER,48,1,MoFr
1782,3,13,3.22%,268,BASE STR SUPERCENTER,52.91666603,3,WeFr
1783,2,9,2.82%,562,BASE STR SUPERCENTER,32,3,TuFr
1784,2,9,2.59%,326,BASE STR SUPERCENTER,56,6,TuFr
1787,3,13,2.09%,494,BASE STR SUPERCENTER,36,4,Fr
1788,3,13,3.52%,419,BASE STR SUPERCENTER,70.66666794,1,Fr
1790,2,9,3.54%,404,BASE STR SUPERCENTER,44,3,TuTh
1791,2,9,3.22%,385,BASE STR SUPERCENTER,68.91666603,3,TuTh
1793,2,9,3.42%,341,BASE STR SUPERCENTER,64.91666603,6,MoTh
1796,2,9,4.32%,524,BASE STR SUPERCENTER,60.91666603,1,TuFr
1797,2,9,4.06%,303,BASE STR SUPERCENTER,48,1,TuTh
1798,2,11,2.91%,447,BASE STR SUPERCENTER,72.91666603,3,TuTh
1800,2,10,2.36%,468,BASE STR SUPERCENTER,77.5,5,TuTh
1801,2,9,6.03%,368,BASE STR SUPERCENTER,186.4999981,5,TuFr
1802,3,13,2.10%,230,BASE STR SUPERCENTER,24,4,Fr
1803,2,10,4.12%,290,BASE STR SUPERCENTER,56,5,TuFr
1804,2,9,4.34%,360,BASE STR SUPERCENTER,44.125,3,TuTh
1805,2,9,3.34%,607,BASE STR SUPERCENTER,56,7,TuFr
1806,3,14,10.01%,508,BASE STR SUPERCENTER,56,1,MoWeFr
1809,2,9,7.79%,427,BASE STR SUPERCENTER,56.91666603,3,MoTh
1810,3,13,3.83%,358,BASE STR SUPERCENTER,40.91666603,1,Fr
1811,3,13,4.18%,409,BASE STR SUPERCENTER,56,1,MoWeFr
1812,2,9,3.43%,355,BASE STR SUPERCENTER,62.5,3,TuFr
1813,2,9,4.44%,235,BASE STR SUPERCENTER,48,1,TuTh
1814,1,4,7.84%,269,BASE STR SUPERCENTER,56,3,We
1817,2,9,3.25%,366,BASE STR SUPERCENTER,60.125,6,MoTh
1819,2,9,8.37%,382,BASE STR SUPERCENTER,72.91666603,3,TuFr
1824,1,5,1.83%,61,BASE STR SUPERCENTER,80,3,Mo
1825,2,9,4.90%,348,BASE STR SUPERCENTER,38.66666794,1,WeFr
1827,2,9,1.77%,108,BASE STR SUPERCENTER,24,6,TuFr
1828,2,9,4.83%,290,BASE STR SUPERCENTER,77.04166603,3,TuTh
1829,2,9,2.25%,365,BASE STR SUPERCENTER,40,2,WeFr
1830,3,13,10.97%,440,BASE STR SUPERCENTER,64.91666603,1,MoFr
1831,2,8,3.53%,276,BASE STR SUPERCENTER,48,1,MoTh
1832,2,9,4.16%,597,BASE STR SUPERCENTER,68,7,TuFr
1833,2,9,4.63%,351,BASE STR SUPERCENTER,60.91666603,1,TuFr
1834,2,9,3.84%,706,BASE STR SUPERCENTER,76.91666603,6,TuFr
1835,2,10,3.47%,474,BASE STR SUPERCENTER,40.91666603,1,TuFr
1836,2,9,4.11%,374,BASE STR SUPERCENTER,56,3,MoTh
1837,2,9,8.46%,533,BASE STR SUPERCENTER,60,5,TuFr
1839,2,9,6.70%,240,BASE STR SUPERCENTER,56,3,MoTh
1840,2,10,4.72%,472,BASE STR SUPERCENTER,32,7,MoTh
1841,3,13,3.83%,411,BASE STR SUPERCENTER,40,1,MoFr
1842,2,9,5.49%,426,BASE STR SUPERCENTER,56.91666603,2,Tu
1845,3,13,5.39%,306,BASE STR SUPERCENTER,36,2,Sa
1846,2,9,5.13%,602,BASE STR SUPERCENTER,68.91666603,7,TuFr
1847,3,13,5.72%,652,BASE STR SUPERCENTER,44,2,Sa
1848,1,4,7.73%,154,BASE STR SUPERCENTER,64,3,Mo
1849,2,9,8.48%,535,BASE STR SUPERCENTER,40.91666603,2,MoTh
1851,2,8,2.37%,258,BASE STR SUPERCENTER,80,2,Th
1852,2,9,2.78%,267,BASE STR SUPERCENTER,52,1,MoTh
1853,2,9,3.46%,754,BASE STR SUPERCENTER,64,7,WeFr
1856,2,9,5.66%,469,BASE STR SUPERCENTER,38.66666794,1,MoTh
1858,2,9,3.71%,48,BASE STR SUPERCENTER,24,4,TuTh
1859,2,9,3.92%,1455,BASE STR SUPERCENTER,48,7,TuFr
1861,1,5,2.70%,448,BASE STR SUPERCENTER,85.04166603,4,Mo
1863,2,9,6.23%,226,BASE STR SUPERCENTER,60,3,TuFr
1865,1,5,1.64%,41,BASE STR SUPERCENTER,24,4,Th
1866,2,9,2.29%,397,BASE STR SUPERCENTER,60,1,MoTh
1868,2,9,7.99%,490,BASE STR SUPERCENTER,60.91666603,1,TuFr
1870,2,10,3.57%,392,BASE STR SUPERCENTER,36,6,TuFr
1871,5,20,2.34%,635,BASE STR SUPERCENTER,60,1,MoTuWeThFr
1872,5,21,4.27%,524,BASE STR SUPERCENTER,96.91666603,6,WeFrSa
1874,4,18,9.49%,1014,BASE STR SUPERCENTER,179.041666,2,Sa
1880,2,9,4.91%,575,BASE STR SUPERCENTER,56.91666603,6,TuFr
1881,2,8,8.42%,339,BASE STR SUPERCENTER,32,7,TuFr
1882,2,9,2.85%,544,BASE STR SUPERCENTER,33.16666794,7,MoTh
1888,2,8,3.81%,112,BASE STR SUPERCENTER,32.91666603,6,TuFr
1889,2,9,5.15%,225,BASE STR SUPERCENTER,64,6,MoTh
1892,2,9,7.70%,364,BASE STR SUPERCENTER,64,3,MoFr
1894,2,9,3.24%,338,BASE STR SUPERCENTER,60,3,TuFr
1896,1,5,5.42%,99,BASE STR SUPERCENTER,20,6,Tu
1897,2,9,3.45%,217,BASE STR SUPERCENTER,60,3,Fr
1898,1,5,6.25%,193,BASE STR SUPERCENTER,28,3,We
1899,2,9,4.62%,413,BASE STR SUPERCENTER,56,7,WeFr
1900,2,9,1.60%,310,BASE STR SUPERCENTER,68,6,MoTh
1901,4,16,3.63%,390,BASE STR SUPERCENTER,52.91666603,6,TuThFr
1902,2,9,4.84%,360,BASE STR SUPERCENTER,56,6,TuFr
1903,2,10,2.30%,702,BASE STR SUPERCENTER,40,7,TuFr
1905,2,9,3.49%,301,BASE STR SUPERCENTER,48,6,MoTh
1907,2,9,3.22%,543,BASE STR SUPERCENTER,36,1,TuFr
1908,2,9,5.69%,494,BASE STR SUPERCENTER,40,3,TuFr
1909,4,17,3.09%,1314,BASE STR SUPERCENTER,144,1,Mo
1910,2,9,7.55%,369,BASE STR SUPERCENTER,44.125,7,TuFr
1911,2,9,5.70%,206,BASE STR SUPERCENTER,36,3,MoTh
1912,2,8,5.26%,418,BASE STR SUPERCENTER,32,7,TuFr
1913,2,9,6.35%,281,BASE STR SUPERCENTER,60.125,3,MoTh
1914,3,11,6.24%,407,BASE STR SUPERCENTER,48,7,WeFr
1915,2,9,10.46%,594,BASE STR SUPERCENTER,60,7,TuFr
1916,3,13,4.83%,298,BASE STR SUPERCENTER,32,2,Sa
1923,2,8,4.37%,295,BASE STR SUPERCENTER,40,3,TuFr
1924,2,9,1.47%,397,BASE STR SUPERCENTER,40.91666603,1,TuFr
1925,2,9,2.63%,313,BASE STR SUPERCENTER,52,6,TuTh
1926,4,17,4.55%,730,BASE STR SUPERCENTER,56,1,Fr
1927,2,8,3.33%,195,BASE STR SUPERCENTER,32,3,MoTh
1928,2,9,5.66%,209,BASE STR SUPERCENTER,72,3,WeFr
1929,2,10,1.79%,150,BASE STR SUPERCENTER,87.58333397,4,We
1931,2,9,4.03%,302,BASE STR SUPERCENTER,32.91666603,3,TuFr
1932,2,9,6.81%,505,BASE STR SUPERCENTER,72,1,TuFr
1934,2,9,5.87%,307,BASE STR SUPERCENTER,40,1,TuFr
1936,5,21,5.30%,1680,BASE STR SUPERCENTER,100,3,MoFr
1937,2,8,6.74%,238,BASE STR SUPERCENTER,68.91666603,3,TuFr
1938,2,10,1.49%,288,BASE STR SUPERCENTER,64,3,MoTh
1939,2,9,5.15%,444,BASE STR SUPERCENTER,40,1,TuFr
1940,3,12,1.25%,313,BASE STR SUPERCENTER,56,1,MoFr
1942,2,9,4.32%,377,BASE STR SUPERCENTER,48,3,MoFr
1943,2,10,7.28%,537,BASE STR SUPERCENTER,40,4,MoTh
1946,2,9,2.95%,709,BASE STR SUPERCENTER,32,1,TuFr
1947,2,9,4.70%,552,BASE STR SUPERCENTER,68.91666603,6,TuFr
1948,3,13,4.30%,282,BASE STR SUPERCENTER,64,3,Fr
1949,2,10,2.42%,640,BASE STR SUPERCENTER,40,1,MoTh
1950,2,9,4.99%,316,BASE STR SUPERCENTER,48,2,MoTh
1951,3,13,3.73%,247,BASE STR SUPERCENTER,40.91666603,6,MoWe
1953,2,8,1.69%,385,BASE STR SUPERCENTER,28,2,We
1954,2,9,3.95%,488,BASE STR SUPERCENTER,44,1,TuFr
1955,1,5,3.57%,243,BASE STR SUPERCENTER,40.91666603,3,Th
1956,5,21,7.38%,644,BASE STR SUPERCENTER,60.91666603,6,MoSa
1957,3,13,3.01%,610,BASE STR SUPERCENTER,48,2,Sa
1958,2,11,2.40%,540,BASE STR SUPERCENTER,40,5,MoFr
1959,3,13,7.09%,386,BASE STR SUPERCENTER,60.91666603,1,MoWeFr
1960,3,13,3.17%,274,BASE STR SUPERCENTER,36,2,MoWe
